2026-09-05 06:41:10 GPU_PRIORITY_V4 start pid=104554 dry_run=0 poll_seconds=5 grace_ticks=3
2026-09-05 06:53:34 GPU_PRIORITY_V4 fill primary=6 snapshot=2 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:93%/89225MiB;1:100%/4MiB;2:100%/94597MiB;3:1%/15735MiB;4:0%/327MiB;5:0%/327MiB;6:0%/4MiB;7:0%/15349MiB;]
2026-09-05 06:53:45 GPU_PRIORITY_V4 fill primary=5 snapshot=3 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:100%/89225MiB;1:0%/4MiB;2:100%/94597MiB;3:64%/83833MiB;4:45%/20459MiB;5:0%/4MiB;6:0%/15291MiB;7:16%/82979MiB;]
2026-09-05 06:54:06 GPU_PRIORITY_V4 fill primary=4 snapshot=4 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:100%/89225MiB;1:53%/82753MiB;2:99%/94597MiB;3:0%/4MiB;4:0%/4MiB;5:0%/15349MiB;6:11%/83095MiB;7:0%/4MiB;]
2026-09-05 06:54:36 GPU_PRIORITY_V4 fill primary=4 snapshot=4 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:0%/4MiB;1:62%/89243MiB;2:99%/94597MiB;3:13%/83633MiB;4:13%/83095MiB;5:0%/4MiB;6:0%/4MiB;7:41%/82775MiB;]
2026-09-05 06:54:57 GPU_PRIORITY_V4 fill primary=3 snapshot=5 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:0%/4MiB;1:0%/4MiB;2:100%/94597MiB;3:0%/4MiB;4:90%/89267MiB;5:100%/23129MiB;6:0%/15291MiB;7:88%/89225MiB;]
2026-09-05 06:55:07 GPU_PRIORITY_V4 drain primary=3 snapshot=5 total=8 free=0 high_wait=2 needed=2 wait_ticks=1 victims=none changed=59 gpu[0:0%/15347MiB;1:0%/4MiB;2:100%/94597MiB;3:0%/4MiB;4:91%/89267MiB;5:7%/83063MiB;6:0%/82503MiB;7:0%/4MiB;]
2026-09-05 06:55:17 GPU_PRIORITY_V4 drain primary=3 snapshot=5 total=8 free=0 high_wait=2 needed=2 wait_ticks=2 victims=none changed=0 gpu[0:100%/23129MiB;1:13%/15247MiB;2:100%/94597MiB;3:0%/0MiB;4:91%/89267MiB;5:0%/89225MiB;6:59%/83747MiB;7:13%/15247MiB;]
2026-09-05 06:55:27 GPU_PRIORITY_V4 drain primary=3 snapshot=5 total=8 free=0 high_wait=2 needed=2 wait_ticks=3 victims=gpu1:pg332186:000000000095s,gpu5:pg268175:000000000295s changed=2 gpu[0:57%/83805MiB;1:0%/15248MiB;2:99%/94597MiB;3:0%/0MiB;4:0%/4MiB;5:0%/0MiB;6:86%/89227MiB;7:0%/15347MiB;]
2026-09-05 06:55:37 GPU_PRIORITY_V4 fill primary=5 snapshot=3 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:0%/89225MiB;1:0%/327MiB;2:100%/94597MiB;3:0%/0MiB;4:0%/327MiB;5:0%/327MiB;6:90%/89227MiB;7:46%/82803MiB;]
2026-09-05 06:55:57 GPU_PRIORITY_V4 fill primary=4 snapshot=4 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:0%/20MiB;1:0%/4MiB;2:99%/94597MiB;3:0%/15251MiB;4:0%/82543MiB;5:97%/51739MiB;6:0%/15327MiB;7:86%/89225MiB;]
2026-09-05 06:56:29 GPU_PRIORITY_V4 fill primary=4 snapshot=4 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:24%/83467MiB;1:17%/83081MiB;2:100%/94597MiB;3:4%/89243MiB;4:90%/89267MiB;5:97%/51793MiB;6:0%/89227MiB;7:0%/15349MiB;]
2026-09-05 06:56:40 GPU_PRIORITY_V4 drain primary=4 snapshot=4 total=8 free=0 high_wait=1 needed=1 wait_ticks=1 victims=none changed=65 gpu[0:86%/89225MiB;1:0%/89243MiB;2:100%/94597MiB;3:89%/89243MiB;4:90%/89267MiB;5:85%/51795MiB;6:90%/89227MiB;7:11%/83071MiB;]
2026-09-05 06:56:51 GPU_PRIORITY_V4 drain primary=4 snapshot=4 total=8 free=0 high_wait=1 needed=1 wait_ticks=2 victims=none changed=0 gpu[0:0%/4MiB;1:0%/4MiB;2:100%/94597MiB;3:89%/89243MiB;4:0%/4MiB;5:50%/51795MiB;6:0%/4MiB;7:0%/89225MiB;]
2026-09-05 06:57:02 GPU_PRIORITY_V4 drain primary=4 snapshot=4 total=8 free=0 high_wait=1 needed=1 wait_ticks=3 victims=gpu1:pg370169:000000000071s changed=1 gpu[0:0%/15347MiB;1:0%/15248MiB;2:99%/94597MiB;3:87%/89243MiB;4:0%/15555MiB;5:92%/51795MiB;6:4%/15247MiB;7:0%/4MiB;]
2026-09-05 06:57:13 GPU_PRIORITY_V4 fill primary=5 snapshot=3 total=8 free=0 high_wait=0 needed=0 wait_ticks=0 victims=none changed=0 gpu[0:46%/82787MiB;1:0%/0MiB;2:99%/94597MiB;3:89%/89243MiB;4:100%/18595MiB;5:93%/51795MiB;6:0%/15293MiB;7:0%/385MiB;]
